"Customer ID","Segment","Cluster","Age","Age_Group","Gender","Location"
2016,"Segment 4",4,57,"51-70","Male","Virginia"
2017,"Segment 2",2,53,"51-70","Male","Maine"
2018,"Segment 2",2,70,"51-70","Male","Massachusetts"
2019,"Segment 4",4,60,"51-70","Male","Arkansas"
2020,"Segment 1",1,31,"26-35","Male","Idaho"
2021,"Segment 1",1,41,"36-50","Male","Pennsylvania"
2022,"Segment 2",2,62,"51-70","Male","Maine"
2023,"Segment 2",2,59,"51-70","Male","Alabama"
2024,"Segment 4",4,46,"36-50","Male","Idaho"
2025,"Segment 2",2,62,"51-70","Male","Arkansas"
2026,"Segment 2",2,42,"36-50","Male","Delaware"
2027,"Segment 2",2,37,"36-50","Male","Maine"
2028,"Segment 4",4,50,"36-50","Male","Nebraska"
2029,"Segment 3",3,29,"26-35","Male","Ohio"
2030,"Segment 1",1,25,"18-25","Male","Montana"
2031,"Segment 2",2,66,"51-70","Male","New Mexico"
2032,"Segment 1",1,21,"18-25","Male","North Carolina"
2033,"Segment 2",2,46,"36-50","Male","South Carolina"
2034,"Segment 2",2,57,"51-70","Male","Illinois"
2035,"Segment 2",2,61,"51-70","Male","Alabama"
2036,"Segment 4",4,53,"51-70","Male","Oklahoma"
2037,"Segment 3",3,37,"36-50","Male","Minnesota"
2038,"Segment 4",4,39,"36-50","Male","Illinois"
2039,"Segment 4",4,53,"51-70","Male","Arkansas"
2040,"Segment 3",3,35,"26-35","Male","Minnesota"
2041,"Segment 2",2,69,"51-70","Male","South Carolina"
2042,"Segment 2",2,66,"51-70","Male","New York"
2043,"Segment 1",1,19,"18-25","Male","Alabama"
2044,"Segment 2",2,47,"36-50","Male","New York"
2045,"Segment 3",3,49,"36-50","Male","Missouri"
2046,"Segment 1",1,31,"26-35","Male","Georgia"
2047,"Segment 2",2,39,"36-50","Male","Oklahoma"
2048,"Segment 4",4,58,"51-70","Male","Connecticut"
2049,"Segment 4",4,45,"36-50","Male","Michigan"
2050,"Segment 2",2,68,"51-70","Male","Rhode Island"
2051,"Segment 3",3,35,"26-35","Male","Mississippi"
2052,"Segment 4",4,65,"51-70","Male","Massachusetts"
2053,"Segment 2",2,45,"36-50","Male","New Hampshire"
2054,"Segment 1",1,19,"18-25","Male","Wyoming"
2055,"Segment 2",2,65,"51-70","Male","New Jersey"
2056,"Segment 3",3,28,"26-35","Male","Texas"
2057,"Segment 2",2,55,"51-70","Male","Minnesota"
2058,"Segment 2",2,66,"51-70","Male","South Dakota"
2059,"Segment 3",3,29,"26-35","Male","Washington"
2060,"Segment 2",2,56,"51-70","Male","California"
2061,"Segment 3",3,21,"18-25","Male","Wisconsin"
2062,"Segment 3",3,32,"26-35","Male","Michigan"
2063,"Segment 3",3,54,"51-70","Male","South Carolina"
2064,"Segment 4",4,61,"51-70","Male","Indiana"
2065,"Segment 3",3,31,"26-35","Male","Arkansas"
2066,"Segment 3",3,27,"26-35","Male","Oregon"
2067,"Segment 4",4,64,"51-70","Male","Illinois"
2068,"Segment 2",2,60,"51-70","Male","Maryland"
2069,"Segment 4",4,70,"51-70","Male","Vermont"
2070,"Segment 3",3,36,"36-50","Male","Texas"
2071,"Segment 4",4,56,"51-70","Male","Nebraska"
2072,"Segment 4",4,69,"51-70","Male","South Carolina"
2073,"Segment 1",1,39,"36-50","Male","Massachusetts"
2074,"Segment 2",2,38,"36-50","Male","Texas"
2075,"Segment 3",3,36,"36-50","Male","Florida"
2076,"Segment 1",1,46,"36-50","Male","South Carolina"
2077,"Segment 2",2,59,"51-70","Male","Florida"
2078,"Segment 2",2,64,"51-70","Male","Nebraska"
2079,"Segment 2",2,49,"36-50","Male","Hawaii"
2080,"Segment 3",3,32,"26-35","Male","Montana"
2081,"Segment 3",3,29,"26-35","Male","South Dakota"
2082,"Segment 1",1,24,"18-25","Male","Alabama"
2083,"Segment 3",3,41,"36-50","Male","Arkansas"
2084,"Segment 3",3,41,"36-50","Male","Mississippi"
2085,"Segment 4",4,32,"26-35","Male","Vermont"
2086,"Segment 2",2,69,"51-70","Male","New York"
2087,"Segment 4",4,65,"51-70","Male","North Dakota"
2088,"Segment 4",4,54,"51-70","Male","Wisconsin"
2089,"Segment 4",4,39,"36-50","Male","California"
2090,"Segment 3",3,37,"36-50","Male","Maryland"
2091,"Segment 4",4,51,"51-70","Male","Massachusetts"
2092,"Segment 3",3,26,"26-35","Male","Washington"
2093,"Segment 3",3,42,"36-50","Male","Minnesota"
2094,"Segment 1",1,21,"18-25","Male","Washington"
2095,"Segment 2",2,53,"51-70","Male","South Carolina"
2096,"Segment 1",1,36,"36-50","Male","New Mexico"
2097,"Segment 1",1,21,"18-25","Male","North Carolina"
2098,"Segment 1",1,33,"26-35","Male","Iowa"
2099,"Segment 2",2,49,"36-50","Male","Louisiana"
2100,"Segment 3",3,31,"26-35","Male","Oklahoma"
2101,"Segment 2",2,68,"51-70","Male","Michigan"
2102,"Segment 2",2,49,"36-50","Male","Oregon"
2103,"Segment 1",1,23,"18-25","Male","Idaho"
2104,"Segment 3",3,30,"26-35","Male","Indiana"
2105,"Segment 4",4,53,"51-70","Male","New Mexico"
2106,"Segment 2",2,65,"51-70","Male","South Carolina"
2107,"Segment 2",2,60,"51-70","Male","Vermont"
2108,"Segment 3",3,46,"36-50","Male","Delaware"
2109,"Segment 2",2,54,"51-70","Male","North Dakota"
2110,"Segment 2",2,59,"51-70","Male","California"
2111,"Segment 4",4,52,"51-70","Male","Montana"
2112,"Segment 3",3,41,"36-50","Male","Missouri"
2113,"Segment 1",1,43,"36-50","Male","Tennessee"
2114,"Segment 2",2,63,"51-70","Male","Virginia"
2115,"Segment 3",3,37,"36-50","Male","Vermont"
2116,"Segment 3",3,44,"36-50","Male","Rhode Island"
2117,"Segment 2",2,67,"51-70","Male","Kansas"
2118,"Segment 1",1,27,"26-35","Male","Colorado"
2119,"Segment 2",2,60,"51-70","Male","Georgia"
2120,"Segment 2",2,58,"51-70","Male","Nebraska"
2121,"Segment 4",4,53,"51-70","Male","Missouri"
2122,"Segment 3",3,43,"36-50","Male","Alaska"
2123,"Segment 1",1,32,"26-35","Male","Virginia"
2124,"Segment 4",4,54,"51-70","Male","Nebraska"
2125,"Segment 1",1,47,"36-50","Male","Rhode Island"
2126,"Segment 4",4,57,"51-70","Male","New Hampshire"
2127,"Segment 2",2,63,"51-70","Male","Alabama"
2128,"Segment 2",2,70,"51-70","Male","North Carolina"
2129,"Segment 2",2,62,"51-70","Male","New Mexico"
2130,"Segment 3",3,40,"36-50","Male","Minnesota"
2131,"Segment 3",3,25,"18-25","Male","Arizona"
2132,"Segment 3",3,19,"18-25","Male","Montana"
2133,"Segment 1",1,25,"18-25","Male","Vermont"
2134,"Segment 1",1,21,"18-25","Male","Maine"
2135,"Segment 2",2,55,"51-70","Male","Virginia"
2136,"Segment 1",1,34,"26-35","Male","California"
2137,"Segment 3",3,47,"36-50","Male","New York"
2138,"Segment 1",1,27,"26-35","Male","Indiana"
2139,"Segment 2",2,67,"51-70","Male","Mississippi"
2140,"Segment 3",3,40,"36-50","Male","New York"
2141,"Segment 4",4,53,"51-70","Male","New Mexico"
2142,"Segment 1",1,24,"18-25","Male","Kentucky"
2143,"Segment 1",1,47,"36-50","Male","North Dakota"
2144,"Segment 4",4,53,"51-70","Male","Arkansas"
2145,"Segment 2",2,47,"36-50","Male","Maryland"
2146,"Segment 1",1,38,"36-50","Male","Connecticut"
2147,"Segment 2",2,48,"36-50","Male","Utah"
2148,"Segment 1",1,47,"36-50","Male","Missouri"
2149,"Segment 1",1,19,"18-25","Male","Nebraska"
2150,"Segment 1",1,38,"36-50","Male","Hawaii"
2151,"Segment 2",2,57,"51-70","Male","Illinois"
2152,"Segment 2",2,70,"51-70","Male","Vermont"
2153,"Segment 1",1,38,"36-50","Male","New Jersey"
2154,"Segment 4",4,35,"26-35","Male","Kentucky"
2155,"Segment 4",4,46,"36-50","Male","Wyoming"
2156,"Segment 1",1,32,"26-35","Male","Hawaii"
2157,"Segment 4",4,38,"36-50","Male","Missouri"
2158,"Segment 4",4,41,"36-50","Male","Mississippi"
2159,"Segment 1",1,19,"18-25","Male","Massachusetts"
2160,"Segment 3",3,18,"18-25","Male","Louisiana"
2161,"Segment 4",4,45,"36-50","Male","West Virginia"
2162,"Segment 3",3,23,"18-25","Male","Washington"
2163,"Segment 2",2,60,"51-70","Male","Oregon"
2164,"Segment 4",4,52,"51-70","Male","New York"
2165,"Segment 1",1,42,"36-50","Male","Iowa"
2166,"Segment 1",1,29,"26-35","Male","Idaho"
2167,"Segment 3",3,31,"26-35","Male","New Jersey"
2168,"Segment 1",1,30,"26-35","Male","Ohio"
2169,"Segment 1",1,23,"18-25","Male","Connecticut"
2170,"Segment 3",3,31,"26-35","Male","Florida"
2171,"Segment 2",2,40,"36-50","Male","South Carolina"
2172,"Segment 4",4,39,"36-50","Male","Missouri"
2173,"Segment 3",3,28,"26-35","Male","Rhode Island"
2174,"Segment 1",1,23,"18-25","Male","Delaware"
2175,"Segment 3",3,42,"36-50","Male","Colorado"
2176,"Segment 2",2,68,"51-70","Male","Nebraska"
2177,"Segment 3",3,24,"18-25","Male","Vermont"
2178,"Segment 3",3,24,"18-25","Male","Montana"
2179,"Segment 1",1,21,"18-25","Male","Florida"
2180,"Segment 3",3,49,"36-50","Male","Delaware"
2181,"Segment 1",1,41,"36-50","Male","Connecticut"
2182,"Segment 3",3,22,"18-25","Male","Hawaii"
2183,"Segment 3",3,42,"36-50","Male","New Mexico"
2184,"Segment 1",1,30,"26-35","Male","Kansas"
2185,"Segment 3",3,38,"36-50","Male","Nevada"
2186,"Segment 2",2,40,"36-50","Male","North Carolina"
2187,"Segment 2",2,55,"51-70","Male","New Mexico"
2188,"Segment 1",1,37,"36-50","Male","Idaho"
2189,"Segment 1",1,41,"36-50","Male","California"
2190,"Segment 4",4,38,"36-50","Male","Wisconsin"
2191,"Segment 1",1,42,"36-50","Male","Alaska"
2192,"Segment 1",1,26,"26-35","Male","Pennsylvania"
2193,"Segment 2",2,41,"36-50","Male","Virginia"
2194,"Segment 1",1,27,"26-35","Male","California"
2195,"Segment 2",2,61,"51-70","Male","Kentucky"
2196,"Segment 4",4,58,"51-70","Male","New York"
2197,"Segment 1",1,25,"18-25","Male","Vermont"
2198,"Segment 3",3,33,"26-35","Male","Pennsylvania"
2199,"Segment 4",4,57,"51-70","Male","New York"
2200,"Segment 1",1,39,"36-50","Male","North Carolina"
2201,"Segment 4",4,60,"51-70","Male","Wyoming"
2202,"Segment 1",1,39,"36-50","Male","Ohio"
2203,"Segment 1",1,42,"36-50","Male","Alabama"
2204,"Segment 4",4,53,"51-70","Male","Rhode Island"
2205,"Segment 3",3,20,"18-25","Male","Oregon"
2206,"Segment 3",3,46,"36-50","Male","North Dakota"
2207,"Segment 3",3,46,"36-50","Male","Illinois"
2208,"Segment 2",2,69,"51-70","Male","New Mexico"
2209,"Segment 3",3,28,"26-35","Male","Colorado"
2210,"Segment 1",1,42,"36-50","Male","Utah"
2211,"Segment 3",3,30,"26-35","Male","Virginia"
2212,"Segment 4",4,50,"36-50","Male","Maine"
2213,"Segment 4",4,59,"51-70","Male","Nebraska"
2214,"Segment 4",4,54,"51-70","Male","Hawaii"
2215,"Segment 4",4,50,"36-50","Male","Idaho"
2216,"Segment 3",3,25,"18-25","Male","West Virginia"
2217,"Segment 1",1,41,"36-50","Male","Vermont"
2218,"Segment 3",3,35,"26-35","Male","Indiana"
2219,"Segment 4",4,67,"51-70","Male","Idaho"
2220,"Segment 3",3,33,"26-35","Male","Minnesota"
2221,"Segment 1",1,19,"18-25","Male","Wyoming"
2222,"Segment 3",3,25,"18-25","Male","Kansas"
2223,"Segment 1",1,32,"26-35","Male","Georgia"
2224,"Segment 1",1,30,"26-35","Male","Kansas"
2225,"Segment 1",1,18,"18-25","Male","Nebraska"
2226,"Segment 1",1,38,"36-50","Male","Washington"
2227,"Segment 1",1,22,"18-25","Male","Missouri"
2228,"Segment 1",1,40,"36-50","Male","Washington"
2229,"Segment 2",2,54,"51-70","Male","Kansas"
2230,"Segment 4",4,70,"51-70","Male","Minnesota"
2231,"Segment 2",2,52,"51-70","Male","Colorado"
2232,"Segment 1",1,34,"26-35","Male","Utah"
2233,"Segment 4",4,65,"51-70","Male","North Carolina"
2234,"Segment 1",1,38,"36-50","Male","Florida"
2235,"Segment 1",1,35,"26-35","Male","New Hampshire"
2236,"Segment 4",4,40,"36-50","Male","Illinois"
2237,"Segment 3",3,23,"18-25","Male","Louisiana"
2238,"Segment 2",2,45,"36-50","Male","Alabama"
2239,"Segment 4",4,40,"36-50","Male","Florida"
2240,"Segment 4",4,42,"36-50","Male","Alabama"
2241,"Segment 4",4,57,"51-70","Male","California"
2242,"Segment 3",3,18,"18-25","Male","Maryland"
2243,"Segment 3",3,18,"18-25","Male","Nevada"
2244,"Segment 2",2,56,"51-70","Male","Massachusetts"
2245,"Segment 1",1,35,"26-35","Male","South Carolina"
2246,"Segment 4",4,49,"36-50","Male","Delaware"
2247,"Segment 4",4,49,"36-50","Male","Hawaii"
2248,"Segment 1",1,34,"26-35","Male","Florida"
2249,"Segment 4",4,63,"51-70","Male","Rhode Island"
2250,"Segment 1",1,42,"36-50","Male","Wyoming"
2251,"Segment 4",4,41,"36-50","Male","Colorado"
2252,"Segment 3",3,26,"26-35","Male","Virginia"
2253,"Segment 4",4,48,"36-50","Male","Nebraska"
2254,"Segment 2",2,62,"51-70","Male","Oklahoma"
2255,"Segment 1",1,24,"18-25","Male","North Dakota"
2256,"Segment 1",1,48,"36-50","Male","Michigan"
2257,"Segment 1",1,31,"26-35","Male","California"
2258,"Segment 1",1,41,"36-50","Male","Tennessee"
2259,"Segment 1",1,24,"18-25","Male","Ohio"
2260,"Segment 4",4,60,"51-70","Male","Florida"
2261,"Segment 1",1,38,"36-50","Male","Missouri"
2262,"Segment 4",4,58,"51-70","Male","South Carolina"
2263,"Segment 2",2,53,"51-70","Male","Arizona"
2264,"Segment 2",2,44,"36-50","Male","Indiana"
2265,"Segment 4",4,51,"51-70","Male","North Dakota"
2266,"Segment 4",4,36,"36-50","Male","Montana"
2267,"Segment 1",1,20,"18-25","Male","Missouri"
2268,"Segment 1",1,32,"26-35","Male","Kentucky"
2269,"Segment 2",2,66,"51-70","Male","Georgia"
2270,"Segment 2",2,49,"36-50","Male","Kentucky"
2271,"Segment 3",3,27,"26-35","Male","Georgia"
2272,"Segment 3",3,29,"26-35","Male","Alaska"
2273,"Segment 1",1,29,"26-35","Male","Maine"
2274,"Segment 4",4,55,"51-70","Male","New Mexico"
2275,"Segment 2",2,57,"51-70","Male","New York"
2276,"Segment 1",1,29,"26-35","Male","Oklahoma"
2277,"Segment 1",1,31,"26-35","Male","Wyoming"
2278,"Segment 1",1,25,"18-25","Male","Alabama"
2279,"Segment 2",2,61,"51-70","Male","Maryland"
2280,"Segment 3",3,53,"51-70","Male","West Virginia"
2281,"Segment 3",3,22,"18-25","Male","Kentucky"
2282,"Segment 3",3,28,"26-35","Male","Kansas"
2283,"Segment 1",1,18,"18-25","Male","Idaho"
2284,"Segment 1",1,44,"36-50","Male","Ohio"
2285,"Segment 1",1,32,"26-35","Male","Iowa"
2286,"Segment 4",4,34,"26-35","Male","Michigan"
2287,"Segment 2",2,67,"51-70","Male","South Dakota"
2288,"Segment 2",2,66,"51-70","Male","Nebraska"
2289,"Segment 3",3,28,"26-35","Male","California"
2290,"Segment 4",4,70,"51-70","Male","Nevada"
2291,"Segment 3",3,37,"36-50","Male","Kansas"
2292,"Segment 1",1,28,"26-35","Male","Ohio"
2293,"Segment 2",2,43,"36-50","Male","Vermont"
2294,"Segment 3",3,37,"36-50","Male","Georgia"
2295,"Segment 4",4,54,"51-70","Male","Maryland"
2296,"Segment 2",2,50,"36-50","Male","Connecticut"
2297,"Segment 3",3,46,"36-50","Male","Washington"
2298,"Segment 4",4,60,"51-70","Male","California"
2299,"Segment 3",3,40,"36-50","Male","Montana"
2300,"Segment 2",2,64,"51-70","Male","Idaho"
2301,"Segment 1",1,18,"18-25","Male","Pennsylvania"
2302,"Segment 2",2,37,"36-50","Male","Maine"
2303,"Segment 2",2,36,"36-50","Male","Montana"
2304,"Segment 4",4,51,"51-70","Male","New Jersey"
2305,"Segment 1",1,26,"26-35","Male","Louisiana"
2306,"Segment 2",2,68,"51-70","Male","Maine"
2307,"Segment 3",3,27,"26-35","Male","Florida"
2308,"Segment 3",3,28,"26-35","Male","Missouri"
2309,"Segment 4",4,49,"36-50","Male","North Dakota"
2310,"Segment 4",4,70,"51-70","Male","Connecticut"
2311,"Segment 1",1,30,"26-35","Male","Virginia"
2312,"Segment 1",1,27,"26-35","Male","Montana"
2313,"Segment 1",1,19,"18-25","Male","Vermont"
2314,"Segment 2",2,64,"51-70","Male","Georgia"
2315,"Segment 4",4,42,"36-50","Male","Virginia"
2316,"Segment 4",4,69,"51-70","Male","Vermont"
2317,"Segment 1",1,28,"26-35","Male","Montana"
2318,"Segment 1",1,47,"36-50","Male","New Jersey"
2319,"Segment 2",2,69,"51-70","Male","Wyoming"
2320,"Segment 1",1,56,"51-70","Male","Maine"
2321,"Segment 3",3,28,"26-35","Male","New Mexico"
2322,"Segment 2",2,50,"36-50","Male","Colorado"
2323,"Segment 4",4,39,"36-50","Male","Connecticut"
2324,"Segment 4",4,35,"26-35","Male","Maryland"
2325,"Segment 2",2,59,"51-70","Male","Oregon"
2326,"Segment 1",1,44,"36-50","Male","New York"
2327,"Segment 2",2,66,"51-70","Male","Oklahoma"
2328,"Segment 1",1,20,"18-25","Male","Alabama"
2329,"Segment 2",2,45,"36-50","Male","North Dakota"
2330,"Segment 4",4,49,"36-50","Male","Nebraska"
2331,"Segment 2",2,60,"51-70","Male","Arizona"
2332,"Segment 4",4,61,"51-70","Male","Illinois"
2333,"Segment 3",3,36,"36-50","Male","South Carolina"
2334,"Segment 3",3,33,"26-35","Male","Kansas"
2335,"Segment 4",4,49,"36-50","Male","Kansas"
2336,"Segment 1",1,31,"26-35","Male","Idaho"
2337,"Segment 3",3,19,"18-25","Male","California"
2338,"Segment 3",3,39,"36-50","Male","North Dakota"
2339,"Segment 4",4,66,"51-70","Male","Georgia"
2340,"Segment 3",3,25,"18-25","Male","Illinois"
2341,"Segment 2",2,63,"51-70","Male","Delaware"
2342,"Segment 2",2,56,"51-70","Male","Connecticut"
2343,"Segment 1",1,20,"18-25","Male","Tennessee"
2344,"Segment 2",2,58,"51-70","Male","Maryland"
2345,"Segment 3",3,34,"26-35","Male","Rhode Island"
2346,"Segment 3",3,28,"26-35","Male","New York"
2347,"Segment 3",3,22,"18-25","Male","New Mexico"
2348,"Segment 1",1,37,"36-50","Male","California"
2349,"Segment 4",4,54,"51-70","Male","Maine"
2350,"Segment 2",2,65,"51-70","Male","New York"
2351,"Segment 2",2,57,"51-70","Male","Hawaii"
2352,"Segment 1",1,38,"36-50","Male","New Hampshire"
2353,"Segment 2",2,70,"51-70","Male","Nebraska"
2354,"Segment 4",4,56,"51-70","Male","Montana"
2355,"Segment 4",4,56,"51-70","Male","Wisconsin"
2356,"Segment 1",1,22,"18-25","Male","Tennessee"
2357,"Segment 2",2,57,"51-70","Male","Montana"
2358,"Segment 4",4,53,"51-70","Male","Michigan"
2359,"Segment 4",4,53,"51-70","Male","Texas"
2360,"Segment 3",3,19,"18-25","Male","Pennsylvania"
2361,"Segment 4",4,49,"36-50","Male","New York"
2362,"Segment 1",1,44,"36-50","Male","Alabama"
2363,"Segment 3",3,27,"26-35","Male","Virginia"
2364,"Segment 4",4,60,"51-70","Male","Pennsylvania"
2365,"Segment 4",4,62,"51-70","Male","Mississippi"
2366,"Segment 3",3,52,"51-70","Male","Wyoming"
2367,"Segment 3",3,30,"26-35","Male","New Mexico"
2368,"Segment 4",4,66,"51-70","Male","North Dakota"
2369,"Segment 3",3,29,"26-35","Male","New Jersey"
2370,"Segment 1",1,24,"18-25","Male","Vermont"
2371,"Segment 4",4,51,"51-70","Male","Alaska"
2372,"Segment 2",2,67,"51-70","Male","Indiana"
2373,"Segment 2",2,50,"36-50","Male","Alabama"
2374,"Segment 1",1,37,"36-50","Male","Michigan"
2375,"Segment 4",4,69,"51-70","Male","Washington"
2376,"Segment 2",2,60,"51-70","Male","Virginia"
2377,"Segment 1",1,21,"18-25","Male","Tennessee"
2378,"Segment 4",4,44,"36-50","Male","South Dakota"
2379,"Segment 3",3,26,"26-35","Male","New Hampshire"
2380,"Segment 4",4,40,"36-50","Male","South Dakota"
2381,"Segment 3",3,41,"36-50","Male","Pennsylvania"
2382,"Segment 2",2,62,"51-70","Male","Wisconsin"
2383,"Segment 1",1,39,"36-50","Male","California"
2384,"Segment 4",4,53,"51-70","Male","Rhode Island"
2385,"Segment 3",3,24,"18-25","Male","Alabama"
2386,"Segment 2",2,41,"36-50","Male","Oklahoma"
2387,"Segment 3",3,19,"18-25","Male","Illinois"
2388,"Segment 4",4,36,"36-50","Male","Tennessee"
2389,"Segment 1",1,21,"18-25","Male","Alabama"
2390,"Segment 3",3,25,"18-25","Male","Kansas"
2391,"Segment 4",4,65,"51-70","Male","Arizona"
2392,"Segment 1",1,42,"36-50","Male","Michigan"
2393,"Segment 3",3,40,"36-50","Male","Missouri"
2394,"Segment 4",4,58,"51-70","Male","Louisiana"
2395,"Segment 3",3,40,"36-50","Male","Connecticut"
2396,"Segment 4",4,62,"51-70","Male","Connecticut"
2397,"Segment 3",3,38,"36-50","Male","Oregon"
2398,"Segment 2",2,37,"36-50","Male","West Virginia"
2399,"Segment 4",4,65,"51-70","Male","Florida"
2400,"Segment 2",2,55,"51-70","Male","New Hampshire"
2401,"Segment 4",4,43,"36-50","Male","Oregon"
2402,"Segment 4",4,43,"36-50","Male","Oregon"
2403,"Segment 4",4,45,"36-50","Male","Utah"
2404,"Segment 2",2,64,"51-70","Male","Missouri"
2405,"Segment 3",3,28,"26-35","Male","West Virginia"
2406,"Segment 4",4,69,"51-70","Male","California"
2407,"Segment 4",4,54,"51-70","Male","California"
2408,"Segment 2",2,52,"51-70","Male","Illinois"
2409,"Segment 1",1,23,"18-25","Male","Hawaii"
2410,"Segment 3",3,26,"26-35","Male","Washington"
2411,"Segment 2",2,48,"36-50","Male","Wisconsin"
2412,"Segment 3",3,49,"36-50","Male","Virginia"
2413,"Segment 2",2,53,"51-70","Male","Oregon"
2414,"Segment 4",4,69,"51-70","Male","Pennsylvania"
2415,"Segment 1",1,26,"26-35","Male","Virginia"
2416,"Segment 1",1,21,"18-25","Male","Hawaii"
2417,"Segment 4",4,59,"51-70","Male","Nebraska"
2418,"Segment 3",3,21,"18-25","Male","Alaska"
2419,"Segment 1",1,22,"18-25","Male","Michigan"
2420,"Segment 3",3,26,"26-35","Male","North Carolina"
2421,"Segment 4",4,41,"36-50","Male","North Carolina"
2422,"Segment 1",1,37,"36-50","Male","Minnesota"
2423,"Segment 1",1,30,"26-35","Male","Georgia"
2424,"Segment 3",3,49,"36-50","Male","West Virginia"
2425,"Segment 1",1,49,"36-50","Male","Delaware"
2426,"Segment 2",2,58,"51-70","Male","North Dakota"
2427,"Segment 2",2,70,"51-70","Male","Florida"
2428,"Segment 3",3,27,"26-35","Male","Oregon"
2429,"Segment 2",2,65,"51-70","Male","Idaho"
2430,"Segment 4",4,57,"51-70","Male","Virginia"
2431,"Segment 1",1,20,"18-25","Male","North Dakota"
2432,"Segment 3",3,34,"26-35","Male","Alabama"
2433,"Segment 2",2,59,"51-70","Male","Hawaii"
2434,"Segment 4",4,54,"51-70","Male","Oregon"
2435,"Segment 1",1,36,"36-50","Male","Utah"
2436,"Segment 1",1,21,"18-25","Male","Hawaii"
2437,"Segment 2",2,52,"51-70","Male","Connecticut"
2438,"Segment 3",3,43,"36-50","Male","Wyoming"
2439,"Segment 2",2,32,"26-35","Male","Delaware"
2440,"Segment 2",2,55,"51-70","Male","Arkansas"
2441,"Segment 1",1,31,"26-35","Male","Indiana"
2442,"Segment 1",1,45,"36-50","Male","California"
2443,"Segment 4",4,53,"51-70","Male","Wyoming"
2444,"Segment 3",3,24,"18-25","Male","South Dakota"
2445,"Segment 4",4,47,"36-50","Male","West Virginia"
2446,"Segment 4",4,63,"51-70","Male","Tennessee"
2447,"Segment 3",3,38,"36-50","Male","Alaska"
2448,"Segment 2",2,59,"51-70","Male","South Dakota"
2449,"Segment 2",2,54,"51-70","Male","Tennessee"
2450,"Segment 1",1,26,"26-35","Male","Alabama"
2451,"Segment 4",4,68,"51-70","Male","North Carolina"
2452,"Segment 3",3,41,"36-50","Male","Oklahoma"
2453,"Segment 4",4,68,"51-70","Male","New York"
2454,"Segment 1",1,21,"18-25","Male","Iowa"
2455,"Segment 1",1,32,"26-35","Male","Alaska"
2456,"Segment 3",3,20,"18-25","Male","Alaska"
2457,"Segment 4",4,59,"51-70","Male","Nebraska"
2458,"Segment 2",2,53,"51-70","Male","Delaware"
2459,"Segment 4",4,66,"51-70","Male","Texas"
2460,"Segment 1",1,47,"36-50","Male","Missouri"
2461,"Segment 2",2,58,"51-70","Male","Maine"
2462,"Segment 1",1,28,"26-35","Male","Pennsylvania"
2463,"Segment 4",4,68,"51-70","Male","Missouri"
2464,"Segment 2",2,60,"51-70","Male","Mississippi"
2465,"Segment 3",3,47,"36-50","Male","Hawaii"
2466,"Segment 1",1,18,"18-25","Male","Texas"
2467,"Segment 3",3,32,"26-35","Male","South Dakota"
2468,"Segment 3",3,27,"26-35","Male","New Jersey"
2469,"Segment 2",2,65,"51-70","Male","Connecticut"
2470,"Segment 4",4,68,"51-70","Male","Maryland"
2471,"Segment 3",3,55,"51-70","Male","Arizona"
2472,"Segment 1",1,30,"26-35","Male","Oklahoma"
2473,"Segment 1",1,24,"18-25","Male","Utah"
2474,"Segment 4",4,57,"51-70","Male","Arkansas"
2475,"Segment 3",3,23,"18-25","Male","North Carolina"
2476,"Segment 2",2,69,"51-70","Male","California"
2477,"Segment 4",4,60,"51-70","Male","Colorado"
2478,"Segment 1",1,25,"18-25","Male","California"
2479,"Segment 1",1,18,"18-25","Male","Vermont"
2480,"Segment 4",4,37,"36-50","Male","Kansas"
2481,"Segment 4",4,61,"51-70","Male","Ohio"
2482,"Segment 3",3,41,"36-50","Male","New Jersey"
2483,"Segment 4",4,69,"51-70","Male","Arizona"
2484,"Segment 3",3,32,"26-35","Male","Arizona"
2485,"Segment 4",4,60,"51-70","Male","New Hampshire"
2486,"Segment 1",1,43,"36-50","Male","Louisiana"
2487,"Segment 4",4,61,"51-70","Male","Texas"
2488,"Segment 2",2,57,"51-70","Male","Montana"
2489,"Segment 4",4,56,"51-70","Male","New Hampshire"
2490,"Segment 2",2,66,"51-70","Male","South Dakota"
2491,"Segment 4",4,52,"51-70","Male","Montana"
2492,"Segment 2",2,63,"51-70","Male","North Carolina"
2493,"Segment 4",4,50,"36-50","Male","South Dakota"
2494,"Segment 1",1,21,"18-25","Male","Maine"
2495,"Segment 2",2,42,"36-50","Male","Oklahoma"
2496,"Segment 2",2,40,"36-50","Male","Nebraska"
2497,"Segment 4",4,67,"51-70","Male","Illinois"
2498,"Segment 1",1,35,"26-35","Male","Colorado"
2499,"Segment 3",3,18,"18-25","Male","Massachusetts"
2500,"Segment 3",3,52,"51-70","Male","Louisiana"
2501,"Segment 4",4,59,"51-70","Male","Massachusetts"
2502,"Segment 4",4,49,"36-50","Male","West Virginia"
2503,"Segment 1",1,46,"36-50","Male","Idaho"
2504,"Segment 4",4,69,"51-70","Male","Ohio"
2505,"Segment 4",4,56,"51-70","Male","Rhode Island"
2506,"Segment 3",3,27,"26-35","Male","Illinois"
2507,"Segment 4",4,57,"51-70","Male","New York"
2508,"Segment 2",2,58,"51-70","Male","Louisiana"
2509,"Segment 3",3,23,"18-25","Male","California"
