"Customer ID","Segment","Cluster","Digital_Payment_Pref","Payment Method","Fast_Shipping_Pref","Shipping Type","Prefers_Small","Prefers_Large","Size","Color"
1957,"Segment 2",2,0,"Credit Card",1,"Express",0,0,"M","Pink"
1958,"Segment 4",4,0,"Cash",0,"Store Pickup",0,0,"M","Cyan"
1959,"Segment 3",3,0,"Cash",0,"Store Pickup",0,0,"M","Gray"
1960,"Segment 3",3,0,"Credit Card",0,"Store Pickup",0,0,"M","White"
1961,"Segment 4",4,0,"Credit Card",0,"2-Day Shipping",0,1,"L","Red"
1962,"Segment 3",3,0,"Debit Card",0,"Free Shipping",0,1,"L","Black"
1963,"Segment 1",1,1,"PayPal",0,"Standard",0,0,"M","Silver"
1964,"Segment 2",2,0,"Credit Card",0,"Standard",0,1,"L","Pink"
1965,"Segment 1",1,0,"Debit Card",1,"Express",1,0,"S","Cyan"
1966,"Segment 4",4,0,"Debit Card",1,"Express",0,0,"M","White"
1967,"Segment 4",4,0,"Credit Card",1,"Express",0,1,"XL","Purple"
1968,"Segment 3",3,1,"Venmo",0,"Standard",0,1,"L","Yellow"
1969,"Segment 4",4,0,"Credit Card",0,"Standard",1,0,"S","Blue"
1970,"Segment 2",2,0,"Bank Transfer",1,"Next Day Air",1,0,"S","Cyan"
1971,"Segment 3",3,0,"Credit Card",1,"Next Day Air",0,0,"M","Indigo"
1972,"Segment 2",2,1,"Venmo",1,"Next Day Air",0,1,"XL","Indigo"
1973,"Segment 2",2,1,"PayPal",1,"Express",0,0,"M","Silver"
1974,"Segment 1",1,1,"Venmo",0,"Standard",0,1,"XL","Red"
1975,"Segment 1",1,1,"PayPal",0,"2-Day Shipping",0,0,"M","Peach"
1976,"Segment 3",3,0,"Cash",1,"Express",0,1,"L","Turquoise"
1977,"Segment 3",3,1,"PayPal",1,"Next Day Air",0,0,"M","Pink"
1978,"Segment 3",3,0,"Bank Transfer",0,"Free Shipping",0,0,"M","Teal"
1979,"Segment 4",4,0,"Cash",0,"Store Pickup",0,1,"L","Magenta"
1980,"Segment 4",4,0,"Debit Card",0,"Store Pickup",0,1,"L","Blue"
1981,"Segment 4",4,1,"PayPal",0,"Store Pickup",0,0,"M","Green"
1982,"Segment 4",4,1,"PayPal",1,"Express",0,1,"L","Violet"
1983,"Segment 3",3,1,"PayPal",0,"2-Day Shipping",0,0,"M","Turquoise"
1984,"Segment 4",4,0,"Debit Card",1,"Next Day Air",0,0,"M","Pink"
1985,"Segment 3",3,1,"PayPal",0,"2-Day Shipping",0,0,"M","Black"
1986,"Segment 3",3,0,"Credit Card",0,"2-Day Shipping",0,0,"M","Gold"
1987,"Segment 2",2,1,"Venmo",0,"2-Day Shipping",0,1,"L","Green"
1988,"Segment 2",2,0,"Cash",1,"Express",0,1,"XL","White"
1989,"Segment 4",4,0,"Bank Transfer",0,"Free Shipping",0,0,"M","Gold"
1990,"Segment 1",1,1,"PayPal",1,"Express",1,0,"S","Charcoal"
1991,"Segment 3",3,1,"PayPal",0,"2-Day Shipping",0,1,"L","White"
1992,"Segment 2",2,1,"Venmo",1,"Next Day Air",0,0,"M","Brown"
1993,"Segment 1",1,1,"Venmo",0,"2-Day Shipping",0,1,"L","Gold"
1994,"Segment 1",1,0,"Cash",1,"Express",1,0,"S","Purple"
1995,"Segment 3",3,0,"Credit Card",1,"Next Day Air",0,0,"M","Brown"
1996,"Segment 4",4,0,"Debit Card",0,"Standard",1,0,"S","Teal"
1997,"Segment 2",2,0,"Cash",1,"Next Day Air",0,1,"L","Indigo"
1998,"Segment 1",1,0,"Debit Card",1,"Express",0,0,"M","Purple"
1999,"Segment 3",3,0,"Cash",0,"2-Day Shipping",0,0,"M","Orange"
2000,"Segment 4",4,0,"Debit Card",0,"2-Day Shipping",0,1,"L","Indigo"
2001,"Segment 1",1,0,"Cash",0,"2-Day Shipping",0,0,"M","Lavender"
2002,"Segment 3",3,0,"Debit Card",0,"Free Shipping",1,0,"S","Purple"
2003,"Segment 3",3,1,"PayPal",1,"Express",0,0,"M","Red"
2004,"Segment 4",4,0,"Cash",1,"Express",1,0,"S","Blue"
2005,"Segment 3",3,0,"Cash",0,"2-Day Shipping",0,1,"L","Blue"
2006,"Segment 3",3,1,"PayPal",0,"Store Pickup",0,0,"M","Cyan"
2007,"Segment 4",4,0,"Credit Card",1,"Express",1,0,"S","Pink"
2008,"Segment 3",3,1,"PayPal",0,"2-Day Shipping",0,0,"M","Silver"
2009,"Segment 2",2,1,"PayPal",0,"Free Shipping",0,0,"M","Gray"
2010,"Segment 4",4,1,"Venmo",1,"Next Day Air",0,0,"M","Indigo"
2011,"Segment 1",1,0,"Debit Card",0,"2-Day Shipping",0,0,"M","Maroon"
2012,"Segment 4",4,0,"Bank Transfer",1,"Express",0,0,"M","Beige"
2013,"Segment 3",3,0,"Cash",0,"Store Pickup",0,1,"L","Green"
2014,"Segment 1",1,0,"Debit Card",0,"Standard",0,0,"M","Peach"
2015,"Segment 2",2,1,"PayPal",0,"Standard",0,1,"L","Black"
2016,"Segment 4",4,0,"Credit Card",1,"Next Day Air",1,0,"S","Pink"
2017,"Segment 2",2,0,"Debit Card",0,"Standard",1,0,"S","Violet"
2018,"Segment 2",2,0,"Bank Transfer",1,"Next Day Air",1,0,"S","Green"
2019,"Segment 4",4,0,"Bank Transfer",0,"Store Pickup",1,0,"S","Gold"
2020,"Segment 1",1,0,"Cash",0,"Store Pickup",1,0,"S","Red"
2021,"Segment 1",1,0,"Cash",1,"Next Day Air",0,0,"M","Beige"
2022,"Segment 2",2,1,"Venmo",0,"Standard",0,0,"M","Green"
2023,"Segment 2",2,0,"Cash",0,"Store Pickup",1,0,"S","Black"
2024,"Segment 4",4,0,"Cash",0,"Store Pickup",1,0,"S","Teal"
2025,"Segment 2",2,1,"PayPal",1,"Express",0,1,"L","Silver"
2026,"Segment 2",2,0,"Debit Card",1,"Express",0,0,"M","Turquoise"
2027,"Segment 2",2,0,"Bank Transfer",1,"Express",0,0,"M","Orange"
2028,"Segment 4",4,0,"Credit Card",0,"Standard",1,0,"S","Gold"
2029,"Segment 3",3,1,"Venmo",0,"2-Day Shipping",0,1,"XL","Purple"
2030,"Segment 1",1,1,"PayPal",1,"Next Day Air",0,0,"M","Pink"
2031,"Segment 2",2,0,"Credit Card",0,"Standard",1,0,"S","Green"
2032,"Segment 1",1,0,"Credit Card",0,"Standard",0,1,"L","Charcoal"
2033,"Segment 2",2,0,"Cash",1,"Next Day Air",0,0,"M","Maroon"
2034,"Segment 2",2,1,"Venmo",1,"Express",0,1,"L","Olive"
2035,"Segment 2",2,1,"PayPal",0,"Store Pickup",0,0,"M","Peach"
2036,"Segment 4",4,0,"Bank Transfer",1,"Express",1,0,"S","Yellow"
2037,"Segment 3",3,0,"Cash",1,"Next Day Air",1,0,"S","Lavender"
2038,"Segment 4",4,1,"Venmo",1,"Express",1,0,"S","Green"
2039,"Segment 4",4,0,"Credit Card",1,"Next Day Air",0,1,"L","Orange"
2040,"Segment 3",3,0,"Debit Card",1,"Next Day Air",0,0,"M","Olive"
2041,"Segment 2",2,1,"Venmo",0,"Free Shipping",0,1,"XL","Gray"
2042,"Segment 2",2,1,"PayPal",1,"Next Day Air",1,0,"S","Lavender"
2043,"Segment 1",1,1,"Venmo",0,"2-Day Shipping",0,0,"M","Red"
2044,"Segment 2",2,1,"PayPal",0,"Standard",0,0,"M","Charcoal"
2045,"Segment 3",3,1,"PayPal",0,"Free Shipping",0,1,"L","Orange"
2046,"Segment 1",1,1,"PayPal",1,"Express",0,0,"M","Red"
2047,"Segment 2",2,0,"Cash",0,"Free Shipping",0,0,"M","Maroon"
2048,"Segment 4",4,0,"Cash",0,"Store Pickup",0,0,"M","Silver"
2049,"Segment 4",4,0,"Bank Transfer",1,"Express",0,1,"XL","Pink"
2050,"Segment 2",2,1,"Venmo",0,"Standard",0,1,"L","Blue"
2051,"Segment 3",3,0,"Debit Card",0,"Store Pickup",0,0,"M","Teal"
2052,"Segment 4",4,0,"Credit Card",0,"Free Shipping",0,1,"L","Black"
2053,"Segment 2",2,0,"Bank Transfer",0,"2-Day Shipping",0,0,"M","Gray"
2054,"Segment 1",1,0,"Credit Card",0,"2-Day Shipping",1,0,"S","Purple"
2055,"Segment 2",2,1,"PayPal",1,"Express",0,1,"XL","Gold"
2056,"Segment 3",3,0,"Bank Transfer",0,"2-Day Shipping",0,0,"M","Silver"
2057,"Segment 2",2,1,"PayPal",0,"2-Day Shipping",0,1,"L","Blue"
2058,"Segment 2",2,1,"PayPal",0,"Standard",0,1,"L","Yellow"
2059,"Segment 3",3,0,"Bank Transfer",0,"Store Pickup",0,0,"M","Brown"
2060,"Segment 2",2,1,"PayPal",1,"Express",0,1,"XL","Beige"
2061,"Segment 3",3,0,"Bank Transfer",1,"Next Day Air",0,0,"M","Blue"
2062,"Segment 3",3,0,"Debit Card",0,"Store Pickup",1,0,"S","Magenta"
2063,"Segment 3",3,0,"Cash",0,"Standard",0,1,"L","Silver"
2064,"Segment 4",4,0,"Cash",0,"Standard",0,0,"M","Cyan"
2065,"Segment 3",3,0,"Bank Transfer",0,"2-Day Shipping",0,0,"M","Green"
2066,"Segment 3",3,0,"Bank Transfer",0,"Free Shipping",0,0,"M","Blue"
2067,"Segment 4",4,0,"Debit Card",0,"Store Pickup",0,0,"M","Olive"
2068,"Segment 2",2,0,"Cash",0,"2-Day Shipping",0,1,"XL","Beige"
2069,"Segment 4",4,1,"Venmo",0,"Store Pickup",0,1,"XL","Black"
2070,"Segment 3",3,0,"Debit Card",0,"Free Shipping",0,0,"M","Indigo"
2071,"Segment 4",4,0,"Cash",1,"Express",0,1,"XL","Red"
2072,"Segment 4",4,1,"PayPal",0,"Store Pickup",1,0,"S","Yellow"
2073,"Segment 1",1,0,"Bank Transfer",1,"Next Day Air",0,0,"M","Beige"
2074,"Segment 2",2,1,"PayPal",1,"Next Day Air",1,0,"S","Green"
2075,"Segment 3",3,0,"Debit Card",0,"Free Shipping",0,0,"M","White"
2076,"Segment 1",1,0,"Debit Card",1,"Express",1,0,"S","Turquoise"
2077,"Segment 2",2,0,"Debit Card",0,"Free Shipping",1,0,"S","Indigo"
2078,"Segment 2",2,0,"Bank Transfer",0,"Free Shipping",0,1,"L","Orange"
2079,"Segment 2",2,0,"Debit Card",1,"Next Day Air",0,0,"M","Blue"
2080,"Segment 3",3,1,"PayPal",1,"Next Day Air",0,1,"L","Violet"
2081,"Segment 3",3,0,"Debit Card",0,"Free Shipping",1,0,"S","Gray"
2082,"Segment 1",1,0,"Bank Transfer",0,"Standard",1,0,"S","Cyan"
2083,"Segment 3",3,1,"Venmo",0,"Free Shipping",0,0,"M","Yellow"
2084,"Segment 3",3,0,"Credit Card",0,"Store Pickup",0,1,"L","Orange"
2085,"Segment 4",4,0,"Bank Transfer",0,"Standard",1,0,"S","Brown"
2086,"Segment 2",2,0,"Debit Card",0,"Free Shipping",0,0,"M","Teal"
2087,"Segment 4",4,0,"Cash",0,"2-Day Shipping",0,1,"L","Beige"
2088,"Segment 4",4,0,"Credit Card",0,"Standard",0,0,"M","Blue"
2089,"Segment 4",4,0,"Debit Card",0,"Standard",0,1,"L","Orange"
2090,"Segment 3",3,0,"Credit Card",0,"Free Shipping",0,1,"L","Gold"
2091,"Segment 4",4,0,"Debit Card",0,"Free Shipping",1,0,"S","Teal"
2092,"Segment 3",3,0,"Bank Transfer",1,"Next Day Air",0,1,"XL","Beige"
2093,"Segment 3",3,0,"Bank Transfer",1,"Next Day Air",0,0,"M","Silver"
2094,"Segment 1",1,0,"Debit Card",0,"Store Pickup",0,0,"M","Maroon"
2095,"Segment 2",2,1,"Venmo",0,"Standard",0,0,"M","Indigo"
2096,"Segment 1",1,0,"Bank Transfer",0,"Store Pickup",0,0,"M","Gray"
2097,"Segment 1",1,0,"Debit Card",0,"Free Shipping",0,1,"L","Blue"
2098,"Segment 1",1,0,"Credit Card",1,"Next Day Air",1,0,"S","Cyan"
2099,"Segment 2",2,1,"Venmo",0,"2-Day Shipping",0,0,"M","White"
2100,"Segment 3",3,1,"PayPal",1,"Express",0,1,"L","Green"
2101,"Segment 2",2,0,"Cash",0,"Free Shipping",0,0,"M","Silver"
2102,"Segment 2",2,0,"Bank Transfer",1,"Next Day Air",0,0,"M","Blue"
2103,"Segment 1",1,0,"Cash",0,"Store Pickup",0,0,"M","Brown"
2104,"Segment 3",3,1,"Venmo",0,"Store Pickup",1,0,"S","Red"
2105,"Segment 4",4,1,"Venmo",0,"Free Shipping",0,0,"M","Gold"
2106,"Segment 2",2,1,"Venmo",0,"Free Shipping",0,0,"M","Silver"
2107,"Segment 2",2,0,"Credit Card",0,"Standard",0,0,"M","Gray"
2108,"Segment 3",3,1,"PayPal",0,"Standard",0,0,"M","Black"
2109,"Segment 2",2,0,"Credit Card",1,"Express",0,1,"XL","Beige"
2110,"Segment 2",2,1,"Venmo",0,"Free Shipping",0,1,"L","Peach"
2111,"Segment 4",4,0,"Debit Card",0,"Store Pickup",0,1,"L","Cyan"
2112,"Segment 3",3,0,"Bank Transfer",0,"Free Shipping",0,1,"XL","Pink"
2113,"Segment 1",1,0,"Cash",0,"2-Day Shipping",0,0,"M","Lavender"
2114,"Segment 2",2,1,"PayPal",0,"Store Pickup",0,0,"M","Brown"
2115,"Segment 3",3,0,"Debit Card",0,"Standard",0,0,"M","Magenta"
2116,"Segment 3",3,0,"Bank Transfer",0,"Store Pickup",0,0,"M","Violet"
2117,"Segment 2",2,0,"Debit Card",1,"Express",0,0,"M","Teal"
2118,"Segment 1",1,0,"Debit Card",0,"Free Shipping",0,1,"L","Brown"
2119,"Segment 2",2,0,"Debit Card",0,"2-Day Shipping",0,0,"M","Olive"
2120,"Segment 2",2,1,"Venmo",0,"Store Pickup",0,0,"M","Indigo"
2121,"Segment 4",4,1,"PayPal",1,"Next Day Air",1,0,"S","Red"
2122,"Segment 3",3,0,"Bank Transfer",0,"2-Day Shipping",0,0,"M","Olive"
2123,"Segment 1",1,0,"Debit Card",1,"Express",0,1,"L","Teal"
2124,"Segment 4",4,0,"Debit Card",1,"Express",0,1,"L","Cyan"
2125,"Segment 1",1,1,"Venmo",1,"Next Day Air",0,0,"M","Teal"
2126,"Segment 4",4,1,"PayPal",0,"Store Pickup",0,0,"M","Beige"
2127,"Segment 2",2,0,"Credit Card",1,"Express",0,1,"XL","Magenta"
2128,"Segment 2",2,0,"Debit Card",0,"2-Day Shipping",0,0,"M","Indigo"
2129,"Segment 2",2,1,"PayPal",0,"2-Day Shipping",0,1,"L","Cyan"
2130,"Segment 3",3,1,"PayPal",0,"Store Pickup",0,1,"L","Orange"
2131,"Segment 3",3,0,"Credit Card",0,"Free Shipping",0,1,"L","Violet"
2132,"Segment 3",3,0,"Bank Transfer",1,"Express",0,0,"M","Red"
2133,"Segment 1",1,0,"Debit Card",0,"2-Day Shipping",0,0,"M","Magenta"
2134,"Segment 1",1,0,"Bank Transfer",0,"Standard",0,0,"M","Olive"
2135,"Segment 2",2,0,"Credit Card",0,"Standard",0,1,"XL","Maroon"
2136,"Segment 1",1,0,"Debit Card",1,"Next Day Air",1,0,"S","Yellow"
2137,"Segment 3",3,0,"Bank Transfer",0,"Standard",0,0,"M","Red"
2138,"Segment 1",1,0,"Credit Card",0,"2-Day Shipping",0,1,"XL","Purple"
2139,"Segment 2",2,1,"Venmo",1,"Next Day Air",0,0,"M","Teal"
2140,"Segment 3",3,0,"Cash",0,"Free Shipping",0,0,"M","Red"
2141,"Segment 4",4,0,"Cash",0,"Standard",0,0,"M","Brown"
2142,"Segment 1",1,1,"PayPal",0,"2-Day Shipping",0,0,"M","Peach"
2143,"Segment 1",1,1,"Venmo",1,"Next Day Air",0,0,"M","Maroon"
2144,"Segment 4",4,1,"Venmo",1,"Next Day Air",0,1,"L","Red"
2145,"Segment 2",2,1,"PayPal",0,"Free Shipping",0,1,"L","Orange"
2146,"Segment 1",1,1,"PayPal",0,"Standard",1,0,"S","White"
2147,"Segment 2",2,1,"PayPal",0,"Standard",0,1,"XL","White"
2148,"Segment 1",1,0,"Cash",0,"Standard",1,0,"S","Charcoal"
2149,"Segment 1",1,1,"PayPal",0,"2-Day Shipping",0,1,"XL","Turquoise"
2150,"Segment 1",1,0,"Bank Transfer",0,"Standard",0,1,"L","Orange"
2151,"Segment 2",2,0,"Cash",0,"2-Day Shipping",0,0,"M","Orange"
2152,"Segment 2",2,1,"Venmo",0,"2-Day Shipping",0,1,"L","Brown"
2153,"Segment 1",1,0,"Bank Transfer",1,"Next Day Air",0,1,"L","Magenta"
2154,"Segment 4",4,1,"PayPal",0,"Free Shipping",0,0,"M","Violet"
2155,"Segment 4",4,0,"Cash",0,"Store Pickup",0,0,"M","Violet"
2156,"Segment 1",1,1,"PayPal",0,"Store Pickup",0,1,"L","Yellow"
2157,"Segment 4",4,0,"Debit Card",1,"Next Day Air",0,0,"M","Maroon"
2158,"Segment 4",4,1,"Venmo",1,"Next Day Air",0,1,"L","Turquoise"
2159,"Segment 1",1,0,"Bank Transfer",0,"Standard",0,1,"XL","Olive"
2160,"Segment 3",3,0,"Cash",0,"Free Shipping",0,0,"M","Peach"
2161,"Segment 4",4,1,"PayPal",1,"Express",0,1,"L","Charcoal"
2162,"Segment 3",3,0,"Debit Card",1,"Express",1,0,"S","Peach"
2163,"Segment 2",2,1,"PayPal",0,"Free Shipping",1,0,"S","Black"
2164,"Segment 4",4,0,"Bank Transfer",1,"Express",0,1,"L","Gray"
2165,"Segment 1",1,1,"PayPal",1,"Next Day Air",1,0,"S","Olive"
2166,"Segment 1",1,0,"Credit Card",1,"Express",0,0,"M","Turquoise"
2167,"Segment 3",3,0,"Credit Card",1,"Express",1,0,"S","Purple"
2168,"Segment 1",1,1,"Venmo",0,"Standard",0,1,"L","Green"
2169,"Segment 1",1,0,"Cash",1,"Next Day Air",0,0,"M","Beige"
2170,"Segment 3",3,0,"Bank Transfer",1,"Next Day Air",0,0,"M","Brown"
2171,"Segment 2",2,1,"Venmo",1,"Next Day Air",0,0,"M","Turquoise"
2172,"Segment 4",4,0,"Cash",0,"Store Pickup",0,0,"M","Yellow"
2173,"Segment 3",3,1,"PayPal",0,"Store Pickup",1,0,"S","Lavender"
2174,"Segment 1",1,1,"Venmo",0,"2-Day Shipping",1,0,"S","Cyan"
2175,"Segment 3",3,0,"Cash",0,"Store Pickup",1,0,"S","Olive"
2176,"Segment 2",2,0,"Credit Card",0,"Free Shipping",0,0,"M","Silver"
2177,"Segment 3",3,0,"Debit Card",0,"2-Day Shipping",1,0,"S","Red"
2178,"Segment 3",3,1,"PayPal",1,"Express",0,1,"XL","Green"
2179,"Segment 1",1,1,"Venmo",0,"Standard",0,0,"M","Gold"
2180,"Segment 3",3,1,"PayPal",1,"Next Day Air",0,1,"L","Lavender"
2181,"Segment 1",1,0,"Cash",0,"Store Pickup",0,0,"M","Yellow"
2182,"Segment 3",3,0,"Bank Transfer",0,"Free Shipping",0,0,"M","Black"
2183,"Segment 3",3,1,"Venmo",0,"Store Pickup",0,0,"M","Maroon"
2184,"Segment 1",1,0,"Cash",0,"Store Pickup",0,0,"M","Maroon"
2185,"Segment 3",3,1,"PayPal",0,"Free Shipping",1,0,"S","Gold"
2186,"Segment 2",2,0,"Debit Card",1,"Express",0,0,"M","Violet"
2187,"Segment 2",2,1,"PayPal",1,"Next Day Air",0,1,"XL","Teal"
2188,"Segment 1",1,1,"PayPal",0,"Free Shipping",0,0,"M","Violet"
2189,"Segment 1",1,0,"Credit Card",1,"Next Day Air",0,0,"M","Brown"
2190,"Segment 4",4,0,"Credit Card",1,"Express",0,1,"XL","Brown"
2191,"Segment 1",1,0,"Credit Card",1,"Express",1,0,"S","Maroon"
2192,"Segment 1",1,0,"Cash",1,"Next Day Air",1,0,"S","Maroon"
2193,"Segment 2",2,0,"Credit Card",1,"Next Day Air",0,1,"L","Yellow"
2194,"Segment 1",1,1,"PayPal",1,"Express",0,1,"L","Turquoise"
2195,"Segment 2",2,0,"Bank Transfer",0,"Standard",0,0,"M","Silver"
2196,"Segment 4",4,0,"Cash",1,"Next Day Air",0,0,"M","Brown"
2197,"Segment 1",1,1,"PayPal",1,"Next Day Air",0,0,"M","Gray"
2198,"Segment 3",3,1,"Venmo",0,"2-Day Shipping",0,0,"M","Indigo"
2199,"Segment 4",4,1,"Venmo",0,"Free Shipping",0,1,"L","Turquoise"
2200,"Segment 1",1,0,"Debit Card",0,"Store Pickup",0,0,"M","Maroon"
2201,"Segment 4",4,0,"Debit Card",1,"Next Day Air",0,1,"L","Charcoal"
2202,"Segment 1",1,1,"Venmo",0,"2-Day Shipping",0,1,"L","Peach"
2203,"Segment 1",1,0,"Credit Card",1,"Next Day Air",0,0,"M","Red"
2204,"Segment 4",4,0,"Cash",0,"Free Shipping",0,0,"M","Indigo"
2205,"Segment 3",3,0,"Debit Card",0,"2-Day Shipping",1,0,"S","Lavender"
2206,"Segment 3",3,1,"PayPal",1,"Express",0,1,"XL","Red"
2207,"Segment 3",3,0,"Bank Transfer",0,"Store Pickup",0,1,"L","Green"
2208,"Segment 2",2,0,"Credit Card",1,"Next Day Air",0,0,"M","Gray"
2209,"Segment 3",3,1,"PayPal",0,"2-Day Shipping",0,1,"XL","Violet"
2210,"Segment 1",1,0,"Bank Transfer",0,"2-Day Shipping",0,1,"XL","Beige"
2211,"Segment 3",3,1,"PayPal",0,"Store Pickup",0,0,"M","Orange"
2212,"Segment 4",4,0,"Debit Card",0,"Free Shipping",0,1,"L","Purple"
2213,"Segment 4",4,0,"Bank Transfer",1,"Next Day Air",0,0,"M","Brown"
2214,"Segment 4",4,0,"Debit Card",1,"Express",0,0,"M","Maroon"
2215,"Segment 4",4,0,"Debit Card",0,"Standard",0,1,"L","Gold"
2216,"Segment 3",3,0,"Credit Card",1,"Express",0,0,"M","Indigo"
2217,"Segment 1",1,1,"Venmo",0,"Store Pickup",0,1,"XL","Silver"
2218,"Segment 3",3,0,"Bank Transfer",0,"Store Pickup",0,1,"XL","Red"
2219,"Segment 4",4,0,"Debit Card",0,"Store Pickup",0,0,"M","Magenta"
2220,"Segment 3",3,0,"Bank Transfer",0,"Store Pickup",1,0,"S","Purple"
2221,"Segment 1",1,0,"Cash",0,"Store Pickup",0,1,"XL","Beige"
2222,"Segment 3",3,0,"Credit Card",0,"Free Shipping",0,1,"XL","White"
2223,"Segment 1",1,0,"Credit Card",0,"Store Pickup",0,0,"M","Teal"
2224,"Segment 1",1,1,"PayPal",1,"Next Day Air",0,0,"M","Gray"
2225,"Segment 1",1,0,"Cash",0,"Standard",0,1,"L","Charcoal"
2226,"Segment 1",1,0,"Credit Card",0,"Free Shipping",1,0,"S","Olive"
2227,"Segment 1",1,0,"Cash",0,"Store Pickup",0,1,"L","Blue"
2228,"Segment 1",1,0,"Credit Card",1,"Next Day Air",1,0,"S","Gray"
2229,"Segment 2",2,0,"Credit Card",0,"Free Shipping",0,0,"M","Green"
2230,"Segment 4",4,1,"Venmo",1,"Express",0,0,"M","Silver"
2231,"Segment 2",2,1,"Venmo",1,"Express",1,0,"S","Teal"
2232,"Segment 1",1,0,"Credit Card",0,"Store Pickup",0,0,"M","Beige"
2233,"Segment 4",4,0,"Cash",0,"Store Pickup",0,1,"L","Lavender"
2234,"Segment 1",1,0,"Credit Card",1,"Express",0,1,"XL","Gray"
2235,"Segment 1",1,0,"Cash",1,"Express",1,0,"S","Yellow"
2236,"Segment 4",4,0,"Credit Card",0,"2-Day Shipping",0,0,"M","Gray"
2237,"Segment 3",3,0,"Debit Card",0,"Standard",0,0,"M","Yellow"
2238,"Segment 2",2,1,"Venmo",1,"Next Day Air",1,0,"S","Black"
2239,"Segment 4",4,0,"Debit Card",0,"Standard",0,1,"L","Beige"
2240,"Segment 4",4,0,"Credit Card",0,"2-Day Shipping",0,1,"L","Indigo"
2241,"Segment 4",4,0,"Debit Card",1,"Next Day Air",0,1,"L","Green"
2242,"Segment 3",3,0,"Bank Transfer",0,"Free Shipping",0,0,"M","Purple"
2243,"Segment 3",3,0,"Credit Card",1,"Next Day Air",0,0,"M","Orange"
2244,"Segment 2",2,0,"Debit Card",0,"2-Day Shipping",0,0,"M","Teal"
2245,"Segment 1",1,1,"PayPal",0,"2-Day Shipping",0,0,"M","Gold"
2246,"Segment 4",4,1,"PayPal",0,"Free Shipping",0,1,"L","Gray"
2247,"Segment 4",4,1,"PayPal",0,"Store Pickup",0,0,"M","Cyan"
2248,"Segment 1",1,1,"Venmo",1,"Next Day Air",0,1,"L","Teal"
2249,"Segment 4",4,1,"PayPal",0,"Free Shipping",0,0,"M","Violet"
2250,"Segment 1",1,0,"Debit Card",1,"Next Day Air",0,1,"XL","Indigo"
2251,"Segment 4",4,0,"Credit Card",0,"Store Pickup",0,1,"L","Pink"
2252,"Segment 3",3,0,"Debit Card",0,"Free Shipping",0,1,"L","Gold"
2253,"Segment 4",4,0,"Bank Transfer",1,"Express",1,0,"S","Maroon"
2254,"Segment 2",2,1,"PayPal",0,"Store Pickup",0,0,"M","Brown"
2255,"Segment 1",1,1,"PayPal",0,"Store Pickup",0,0,"M","Gold"
2256,"Segment 1",1,0,"Bank Transfer",0,"Store Pickup",0,1,"L","Teal"
2257,"Segment 1",1,0,"Credit Card",0,"Standard",0,0,"M","Turquoise"
2258,"Segment 1",1,0,"Bank Transfer",0,"Standard",0,1,"L","Olive"
2259,"Segment 1",1,0,"Credit Card",0,"Store Pickup",0,1,"L","Cyan"
2260,"Segment 4",4,0,"Cash",0,"Free Shipping",0,1,"XL","Beige"
2261,"Segment 1",1,1,"PayPal",1,"Express",0,0,"M","Blue"
2262,"Segment 4",4,0,"Bank Transfer",0,"Standard",0,1,"L","Gold"
2263,"Segment 2",2,1,"PayPal",0,"2-Day Shipping",0,0,"M","Green"
2264,"Segment 2",2,0,"Cash",0,"Store Pickup",0,1,"XL","Green"
2265,"Segment 4",4,1,"PayPal",0,"2-Day Shipping",0,0,"M","Turquoise"
2266,"Segment 4",4,1,"PayPal",0,"Store Pickup",0,1,"XL","Yellow"
2267,"Segment 1",1,0,"Debit Card",0,"Store Pickup",0,0,"M","Yellow"
2268,"Segment 1",1,1,"Venmo",1,"Express",1,0,"S","Blue"
2269,"Segment 2",2,0,"Bank Transfer",0,"2-Day Shipping",0,1,"L","Charcoal"
2270,"Segment 2",2,0,"Credit Card",0,"Store Pickup",0,0,"M","Yellow"
2271,"Segment 3",3,1,"Venmo",1,"Express",0,1,"L","Purple"
2272,"Segment 3",3,1,"PayPal",0,"Free Shipping",0,0,"M","Green"
2273,"Segment 1",1,1,"PayPal",0,"Standard",0,1,"L","Charcoal"
2274,"Segment 4",4,1,"PayPal",1,"Express",0,1,"L","Silver"
2275,"Segment 2",2,1,"PayPal",1,"Next Day Air",0,1,"L","Turquoise"
2276,"Segment 1",1,0,"Debit Card",0,"Standard",0,0,"M","Gray"
2277,"Segment 1",1,0,"Debit Card",0,"2-Day Shipping",0,1,"L","Red"
2278,"Segment 1",1,0,"Credit Card",1,"Next Day Air",0,0,"M","Beige"
2279,"Segment 2",2,0,"Cash",0,"Store Pickup",0,0,"M","Maroon"
2280,"Segment 3",3,0,"Bank Transfer",0,"Free Shipping",0,1,"L","Indigo"
2281,"Segment 3",3,0,"Credit Card",0,"Standard",0,0,"M","Red"
2282,"Segment 3",3,0,"Bank Transfer",0,"Store Pickup",0,1,"XL","Maroon"
2283,"Segment 1",1,0,"Credit Card",0,"2-Day Shipping",1,0,"S","Red"
2284,"Segment 1",1,0,"Credit Card",0,"Free Shipping",1,0,"S","Black"
2285,"Segment 1",1,1,"Venmo",1,"Express",0,1,"XL","Black"
2286,"Segment 4",4,1,"PayPal",0,"2-Day Shipping",0,1,"L","Pink"
