"Customer ID","Segment","Cluster","Purchase_Frequency_Num","Frequency of Purchases","Discount_Sensitivity","Discount Applied","Promo Code Used","Subscription Status","Review Rating"
1921,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",2.8
1922,"Segment 2",2,1,"Annually",0,0,0,"No",3.5
1923,"Segment 1",1,12,"Monthly",0,0,0,"No",4.6
1924,"Segment 2",2,1,"Annually",0,0,0,"No",4.3
1925,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.8
1926,"Segment 2",2,26,"Fortnightly",0,0,0,"No",2.9
1927,"Segment 4",4,1,"Annually",0,0,0,"No",3
1928,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",2.9
1929,"Segment 3",3,52,"Weekly",0,0,0,"No",3.7
1930,"Segment 2",2,4,"Quarterly",0,0,0,"No",4.7
1931,"Segment 2",2,52,"Weekly",0,0,0,"No",3.5
1932,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",2.7
1933,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",5
1934,"Segment 4",4,1,"Annually",0,0,0,"No",4.1
1935,"Segment 3",3,1,"Annually",0,0,0,"No",2.7
1936,"Segment 1",1,26,"Fortnightly",0,0,0,"No",4.8
1937,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",4.3
1938,"Segment 1",1,12,"Monthly",0,0,0,"No",4.5
1939,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",3.8
1940,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",3.7
1941,"Segment 4",4,26,"Fortnightly",0,0,0,"No",3.9
1942,"Segment 4",4,4,"Quarterly",0,0,0,"No",3.3
1943,"Segment 2",2,12,"Monthly",0,0,0,"No",3.4
1944,"Segment 1",1,1,"Annually",0,0,0,"No",3.8
1945,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",2.7
1946,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",2.9
1947,"Segment 2",2,4,"Quarterly",0,0,0,"No",4.5
1948,"Segment 2",2,12,"Monthly",0,0,0,"No",2.6
1949,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",3.1
1950,"Segment 4",4,4,"Quarterly",0,0,0,"No",4.7
1951,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",4.6
1952,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",2.7
1953,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",4.6
1954,"Segment 1",1,26,"Fortnightly",0,0,0,"No",4.8
1955,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.2
1956,"Segment 1",1,12,"Monthly",0,0,0,"No",4.9
1957,"Segment 2",2,26,"Fortnightly",0,0,0,"No",4.9
1958,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",4.5
1959,"Segment 3",3,4,"Quarterly",0,0,0,"No",2.7
1960,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",3.1
1961,"Segment 4",4,1,"Annually",0,0,0,"No",3.3
1962,"Segment 3",3,4,"Quarterly",0,0,0,"No",2.6
1963,"Segment 1",1,26,"Fortnightly",0,0,0,"No",4.4
1964,"Segment 2",2,52,"Weekly",0,0,0,"No",3.9
1965,"Segment 1",1,12,"Monthly",0,0,0,"No",4.6
1966,"Segment 4",4,4,"Quarterly",0,0,0,"No",4.9
1967,"Segment 4",4,26,"Fortnightly",0,0,0,"No",3.7
1968,"Segment 3",3,1,"Annually",0,0,0,"No",3.7
1969,"Segment 4",4,52,"Weekly",0,0,0,"No",4.2
1970,"Segment 2",2,26,"Fortnightly",0,0,0,"No",3.5
1971,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",2.9
1972,"Segment 2",2,12,"Monthly",0,0,0,"No",3.4
1973,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",3.3
1974,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4.5
1975,"Segment 1",1,26,"Fortnightly",0,0,0,"No",4.6
1976,"Segment 3",3,4,"Quarterly",0,0,0,"No",2.9
1977,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3.2
1978,"Segment 3",3,1,"Annually",0,0,0,"No",2.6
1979,"Segment 4",4,4,"Quarterly",0,0,0,"No",3.8
1980,"Segment 4",4,26,"Fortnightly",0,0,0,"No",2.8
1981,"Segment 4",4,26,"Fortnightly",0,0,0,"No",4.4
1982,"Segment 4",4,4,"Quarterly",0,0,0,"No",4.7
1983,"Segment 3",3,12,"Monthly",0,0,0,"No",2.7
1984,"Segment 4",4,4,"Quarterly",0,0,0,"No",2.6
1985,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3.4
1986,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3.9
1987,"Segment 2",2,4,"Quarterly",0,0,0,"No",3.4
1988,"Segment 2",2,4,"Quarterly",0,0,0,"No",3.4
1989,"Segment 4",4,52,"Weekly",0,0,0,"No",3.9
1990,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4
1991,"Segment 3",3,1,"Annually",0,0,0,"No",3.4
1992,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",3.7
1993,"Segment 1",1,12,"Monthly",0,0,0,"No",4.9
1994,"Segment 1",1,52,"Weekly",0,0,0,"No",5
1995,"Segment 3",3,52,"Weekly",0,0,0,"No",2.9
1996,"Segment 4",4,4,"Quarterly",0,0,0,"No",3
1997,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",3.3
1998,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.7
1999,"Segment 3",3,4,"Quarterly",0,0,0,"No",3.4
2000,"Segment 4",4,12,"Monthly",0,0,0,"No",4.6
2001,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",3.6
2002,"Segment 3",3,26,"Fortnightly",0,0,0,"No",2.6
2003,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",2.7
2004,"Segment 4",4,4,"Quarterly",0,0,0,"No",3.1
2005,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",3.2
2006,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3.4
2007,"Segment 4",4,1,"Annually",0,0,0,"No",4.4
2008,"Segment 3",3,4,"Quarterly",0,0,0,"No",3.2
2009,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",2.5
2010,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",3.8
2011,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.4
2012,"Segment 4",4,12,"Monthly",0,0,0,"No",3.7
2013,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3.2
2014,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.9
2015,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",3.9
2016,"Segment 4",4,26,"Fortnightly",0,0,0,"No",4.5
2017,"Segment 2",2,26,"Fortnightly",0,0,0,"No",3.4
2018,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",4.1
2019,"Segment 4",4,52,"Weekly",0,0,0,"No",4.5
2020,"Segment 1",1,26,"Fortnightly",0,0,0,"No",4.7
2021,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.8
2022,"Segment 2",2,4,"Quarterly",0,0,0,"No",4.4
2023,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",4
2024,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",4.1
2025,"Segment 2",2,52,"Weekly",0,0,0,"No",3.7
2026,"Segment 2",2,26,"Fortnightly",0,0,0,"No",3
2027,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",3.6
2028,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",4.8
2029,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",3.7
2030,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.6
2031,"Segment 2",2,12,"Monthly",0,0,0,"No",2.8
2032,"Segment 1",1,12,"Monthly",0,0,0,"No",4
2033,"Segment 2",2,1,"Annually",0,0,0,"No",4.2
2034,"Segment 2",2,1,"Annually",0,0,0,"No",3.6
2035,"Segment 2",2,12,"Monthly",0,0,0,"No",2.9
2036,"Segment 4",4,52,"Weekly",0,0,0,"No",4.1
2037,"Segment 3",3,52,"Weekly",0,0,0,"No",3.1
2038,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",4.3
2039,"Segment 4",4,26,"Fortnightly",0,0,0,"No",4.4
2040,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",3.1
2041,"Segment 2",2,4,"Quarterly",0,0,0,"No",2.9
2042,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",3.2
2043,"Segment 1",1,12,"Monthly",0,0,0,"No",4
2044,"Segment 2",2,52,"Weekly",0,0,0,"No",2.7
2045,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3
2046,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.4
2047,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",2.8
2048,"Segment 4",4,1,"Annually",0,0,0,"No",3.1
2049,"Segment 4",4,4,"Quarterly",0,0,0,"No",3.9
2050,"Segment 2",2,1,"Annually",0,0,0,"No",2.7
2051,"Segment 3",3,1,"Annually",0,0,0,"No",3.4
2052,"Segment 4",4,12,"Monthly",0,0,0,"No",3.8
2053,"Segment 2",2,1,"Annually",0,0,0,"No",3.7
2054,"Segment 1",1,26,"Fortnightly",0,0,0,"No",4.5
2055,"Segment 2",2,1,"Annually",0,0,0,"No",2.9
2056,"Segment 3",3,52,"Weekly",0,0,0,"No",3.4
2057,"Segment 2",2,12,"Monthly",0,0,0,"No",4.4
2058,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",4.2
2059,"Segment 3",3,4,"Quarterly",0,0,0,"No",3.3
2060,"Segment 2",2,52,"Weekly",0,0,0,"No",3.7
2061,"Segment 3",3,4,"Quarterly",0,0,0,"No",3.2
2062,"Segment 3",3,1,"Annually",0,0,0,"No",2.6
2063,"Segment 3",3,4,"Quarterly",0,0,0,"No",2.8
2064,"Segment 4",4,12,"Monthly",0,0,0,"No",2.9
2065,"Segment 3",3,12,"Monthly",0,0,0,"No",4
2066,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",2.9
2067,"Segment 4",4,26,"Fortnightly",0,0,0,"No",4.7
2068,"Segment 2",2,26,"Fortnightly",0,0,0,"No",3.1
2069,"Segment 4",4,12,"Monthly",0,0,0,"No",3.9
2070,"Segment 3",3,4,"Quarterly",0,0,0,"No",3.4
2071,"Segment 4",4,12,"Monthly",0,0,0,"No",3.1
2072,"Segment 4",4,4,"Quarterly",0,0,0,"No",4.8
2073,"Segment 1",1,52,"Weekly",0,0,0,"No",3.9
2074,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",3.5
2075,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3.1
2076,"Segment 1",1,12,"Monthly",0,0,0,"No",4.7
2077,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",4.6
2078,"Segment 2",2,1,"Annually",0,0,0,"No",3.3
2079,"Segment 2",2,52,"Weekly",0,0,0,"No",3.2
2080,"Segment 3",3,4,"Quarterly",0,0,0,"No",3.1
2081,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",3.5
2082,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.3
2083,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",2.9
2084,"Segment 3",3,26,"Fortnightly",0,0,0,"No",2.7
2085,"Segment 4",4,4,"Quarterly",0,0,0,"No",4
2086,"Segment 2",2,52,"Weekly",0,0,0,"No",4.6
2087,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",4.7
2088,"Segment 4",4,52,"Weekly",0,0,0,"No",4.7
2089,"Segment 4",4,1,"Annually",0,0,0,"No",4
2090,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",3.6
2091,"Segment 4",4,12,"Monthly",0,0,0,"No",3.4
2092,"Segment 3",3,4,"Quarterly",0,0,0,"No",3
2093,"Segment 3",3,52,"Weekly",0,0,0,"No",2.6
2094,"Segment 1",1,1,"Annually",0,0,0,"No",4.2
2095,"Segment 2",2,1,"Annually",0,0,0,"No",3.4
2096,"Segment 1",1,26,"Fortnightly",0,0,0,"No",4
2097,"Segment 1",1,1,"Annually",0,0,0,"No",4.7
2098,"Segment 1",1,52,"Weekly",0,0,0,"No",3.9
2099,"Segment 2",2,4,"Quarterly",0,0,0,"No",3.3
2100,"Segment 3",3,1,"Annually",0,0,0,"No",2.9
2101,"Segment 2",2,26,"Fortnightly",0,0,0,"No",4.4
2102,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",3.6
2103,"Segment 1",1,12,"Monthly",0,0,0,"No",4.5
2104,"Segment 3",3,52,"Weekly",0,0,0,"No",3.7
2105,"Segment 4",4,52,"Weekly",0,0,0,"No",2.8
2106,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",4.5
2107,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",4.4
2108,"Segment 3",3,4,"Quarterly",0,0,0,"No",3.3
2109,"Segment 2",2,4,"Quarterly",0,0,0,"No",4.2
2110,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",2.7
2111,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",3.9
2112,"Segment 3",3,1,"Annually",0,0,0,"No",2.6
2113,"Segment 1",1,26,"Fortnightly",0,0,0,"No",4.5
2114,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",2.7
2115,"Segment 3",3,1,"Annually",0,0,0,"No",2.9
2116,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",3.4
2117,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",2.9
2118,"Segment 1",1,1,"Annually",0,0,0,"No",3.8
2119,"Segment 2",2,4,"Quarterly",0,0,0,"No",4.2
2120,"Segment 2",2,NA,"Bi-Weekly",0,0,0,"No",3.5
2121,"Segment 4",4,4,"Quarterly",0,0,0,"No",3.1
2122,"Segment 3",3,12,"Monthly",0,0,0,"No",3.5
2123,"Segment 1",1,52,"Weekly",0,0,0,"No",4
2124,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",3.7
2125,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.2
2126,"Segment 4",4,4,"Quarterly",0,0,0,"No",4.8
2127,"Segment 2",2,12,"Monthly",0,0,0,"No",4.1
2128,"Segment 2",2,52,"Weekly",0,0,0,"No",4.5
2129,"Segment 2",2,52,"Weekly",0,0,0,"No",2.7
2130,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",2.8
2131,"Segment 3",3,1,"Annually",0,0,0,"No",3.7
2132,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3.6
2133,"Segment 1",1,52,"Weekly",0,0,0,"No",4.7
2134,"Segment 1",1,1,"Annually",0,0,0,"No",3.8
2135,"Segment 2",2,26,"Fortnightly",0,0,0,"No",2.9
2136,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4.6
2137,"Segment 3",3,26,"Fortnightly",0,0,0,"No",2.8
2138,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4.6
2139,"Segment 2",2,4,"Quarterly",0,0,0,"No",2.8
2140,"Segment 3",3,52,"Weekly",0,0,0,"No",3
2141,"Segment 4",4,26,"Fortnightly",0,0,0,"No",3.7
2142,"Segment 1",1,1,"Annually",0,0,0,"No",4.1
2143,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.3
2144,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",3.8
2145,"Segment 2",2,4,"Quarterly",0,0,0,"No",3.7
2146,"Segment 1",1,1,"Annually",0,0,0,"No",4.8
2147,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",4.6
2148,"Segment 1",1,26,"Fortnightly",0,0,0,"No",4.8
2149,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.6
2150,"Segment 1",1,52,"Weekly",0,0,0,"No",4
2151,"Segment 2",2,52,"Weekly",0,0,0,"No",2.6
2152,"Segment 2",2,12,"Monthly",0,0,0,"No",2.6
2153,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.5
2154,"Segment 4",4,1,"Annually",0,0,0,"No",4.2
2155,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",3.4
2156,"Segment 1",1,12,"Monthly",0,0,0,"No",3.7
2157,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",3.6
2158,"Segment 4",4,26,"Fortnightly",0,0,0,"No",4
2159,"Segment 1",1,26,"Fortnightly",0,0,0,"No",4.6
2160,"Segment 3",3,1,"Annually",0,0,0,"No",3
2161,"Segment 4",4,1,"Annually",0,0,0,"No",3.3
2162,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3.8
2163,"Segment 2",2,52,"Weekly",0,0,0,"No",2.7
2164,"Segment 4",4,12,"Monthly",0,0,0,"No",4.5
2165,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4.8
2166,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4.2
2167,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",3.5
2168,"Segment 1",1,26,"Fortnightly",0,0,0,"No",4.9
2169,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.1
2170,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",2.9
2171,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",4
2172,"Segment 4",4,26,"Fortnightly",0,0,0,"No",4.6
2173,"Segment 3",3,26,"Fortnightly",0,0,0,"No",2.8
2174,"Segment 1",1,4,"Quarterly",0,0,0,"No",5
2175,"Segment 3",3,1,"Annually",0,0,0,"No",2.9
2176,"Segment 2",2,26,"Fortnightly",0,0,0,"No",3.3
2177,"Segment 3",3,4,"Quarterly",0,0,0,"No",3.4
2178,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",3
2179,"Segment 1",1,1,"Annually",0,0,0,"No",4.7
2180,"Segment 3",3,12,"Monthly",0,0,0,"No",2.9
2181,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.1
2182,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",3.2
2183,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",2.7
2184,"Segment 1",1,12,"Monthly",0,0,0,"No",4.7
2185,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",3.2
2186,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",2.5
2187,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",4.3
2188,"Segment 1",1,1,"Annually",0,0,0,"No",4.4
2189,"Segment 1",1,52,"Weekly",0,0,0,"No",4.7
2190,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",4
2191,"Segment 1",1,1,"Annually",0,0,0,"No",4.6
2192,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",3.8
2193,"Segment 2",2,12,"Monthly",0,0,0,"No",3.2
2194,"Segment 1",1,12,"Monthly",0,0,0,"No",5
2195,"Segment 2",2,4,"Quarterly",0,0,0,"No",3.5
2196,"Segment 4",4,12,"Monthly",0,0,0,"No",3.7
2197,"Segment 1",1,52,"Weekly",0,0,0,"No",4.8
2198,"Segment 3",3,12,"Monthly",0,0,0,"No",3.7
2199,"Segment 4",4,12,"Monthly",0,0,0,"No",3.5
2200,"Segment 1",1,12,"Monthly",0,0,0,"No",4.9
2201,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",4.7
2202,"Segment 1",1,1,"Annually",0,0,0,"No",4.9
2203,"Segment 1",1,52,"Weekly",0,0,0,"No",4.3
2204,"Segment 4",4,4,"Quarterly",0,0,0,"No",3.1
2205,"Segment 3",3,12,"Monthly",0,0,0,"No",3.4
2206,"Segment 3",3,52,"Weekly",0,0,0,"No",2.7
2207,"Segment 3",3,26,"Fortnightly",0,0,0,"No",2.6
2208,"Segment 2",2,1,"Annually",0,0,0,"No",2.9
2209,"Segment 3",3,12,"Monthly",0,0,0,"No",2.7
2210,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.5
2211,"Segment 3",3,26,"Fortnightly",0,0,0,"No",3.1
2212,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",3.2
2213,"Segment 4",4,4,"Quarterly",0,0,0,"No",3.3
2214,"Segment 4",4,4,"Quarterly",0,0,0,"No",2.9
2215,"Segment 4",4,52,"Weekly",0,0,0,"No",4.1
2216,"Segment 3",3,26,"Fortnightly",0,0,0,"No",2.7
2217,"Segment 1",1,NA,"Bi-Weekly",0,0,0,"No",4
2218,"Segment 3",3,26,"Fortnightly",0,0,0,"No",2.6
2219,"Segment 4",4,4,"Quarterly",0,0,0,"No",3.5
2220,"Segment 3",3,26,"Fortnightly",0,0,0,"No",2.8
2221,"Segment 1",1,1,"Annually",0,0,0,"No",4.5
2222,"Segment 3",3,1,"Annually",0,0,0,"No",3
2223,"Segment 1",1,52,"Weekly",0,0,0,"No",4.4
2224,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.7
2225,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.3
2226,"Segment 1",1,1,"Annually",0,0,0,"No",4.8
2227,"Segment 1",1,1,"Annually",0,0,0,"No",4.8
2228,"Segment 1",1,26,"Fortnightly",0,0,0,"No",4.4
2229,"Segment 2",2,52,"Weekly",0,0,0,"No",3.7
2230,"Segment 4",4,12,"Monthly",0,0,0,"No",3.9
2231,"Segment 2",2,26,"Fortnightly",0,0,0,"No",3.8
2232,"Segment 1",1,52,"Weekly",0,0,0,"No",4.1
2233,"Segment 4",4,26,"Fortnightly",0,0,0,"No",4
2234,"Segment 1",1,12,"Monthly",0,0,0,"No",4.5
2235,"Segment 1",1,52,"Weekly",0,0,0,"No",4
2236,"Segment 4",4,1,"Annually",0,0,0,"No",4.5
2237,"Segment 3",3,26,"Fortnightly",0,0,0,"No",2.7
2238,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",3.8
2239,"Segment 4",4,52,"Weekly",0,0,0,"No",3.8
2240,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",3.8
2241,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",4.3
2242,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",3.5
2243,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",3.8
2244,"Segment 2",2,1,"Annually",0,0,0,"No",3.7
2245,"Segment 1",1,1,"Annually",0,0,0,"No",4.8
2246,"Segment 4",4,26,"Fortnightly",0,0,0,"No",4.9
2247,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",4.3
2248,"Segment 1",1,1,"Annually",0,0,0,"No",4.4
2249,"Segment 4",4,26,"Fortnightly",0,0,0,"No",3.4
2250,"Segment 1",1,52,"Weekly",0,0,0,"No",4.3
2251,"Segment 4",4,52,"Weekly",0,0,0,"No",4.6
2252,"Segment 3",3,12,"Monthly",0,0,0,"No",3.8
2253,"Segment 4",4,1,"Annually",0,0,0,"No",3.9
2254,"Segment 2",2,12,"Monthly",0,0,0,"No",2.6
2255,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4.2
2256,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.6
2257,"Segment 1",1,4,"Quarterly",0,0,0,"No",5
2258,"Segment 1",1,1,"Annually",0,0,0,"No",4.2
2259,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4.3
2260,"Segment 4",4,1,"Annually",0,0,0,"No",3.3
2261,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.9
2262,"Segment 4",4,26,"Fortnightly",0,0,0,"No",4.4
2263,"Segment 2",2,12,"Monthly",0,0,0,"No",3.1
2264,"Segment 2",2,4,"Quarterly",0,0,0,"No",3.5
2265,"Segment 4",4,12,"Monthly",0,0,0,"No",3.9
2266,"Segment 4",4,4,"Quarterly",0,0,0,"No",3.9
2267,"Segment 1",1,52,"Weekly",0,0,0,"No",4.3
2268,"Segment 1",1,52,"Weekly",0,0,0,"No",3.8
2269,"Segment 2",2,12,"Monthly",0,0,0,"No",2.7
2270,"Segment 2",2,1,"Annually",0,0,0,"No",4.4
2271,"Segment 3",3,52,"Weekly",0,0,0,"No",3.5
2272,"Segment 3",3,4,"Quarterly",0,0,0,"No",3.4
2273,"Segment 1",1,12,"Monthly",0,0,0,"No",4
2274,"Segment 4",4,NA,"Bi-Weekly",0,0,0,"No",4.8
2275,"Segment 2",2,26,"Fortnightly",0,0,0,"No",4.5
2276,"Segment 1",1,52,"Weekly",0,0,0,"No",4.4
2277,"Segment 1",1,52,"Weekly",0,0,0,"No",4.1
2278,"Segment 1",1,4,"Quarterly",0,0,0,"No",4.6
2279,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",3.8
2280,"Segment 3",3,4,"Quarterly",0,0,0,"No",2.9
2281,"Segment 3",3,26,"Fortnightly",0,0,0,"No",2.8
2282,"Segment 3",3,1,"Annually",0,0,0,"No",3
2283,"Segment 1",1,1,"Annually",0,0,0,"No",4.2
2284,"Segment 1",1,26,"Fortnightly",0,0,0,"No",4.1
2285,"Segment 1",1,1,"Annually",0,0,0,"No",4.1
2286,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",4.6
2287,"Segment 2",2,4,"Quarterly",0,0,0,"No",2.5
2288,"Segment 2",2,1,"Annually",0,0,0,"No",3
2289,"Segment 3",3,52,"Weekly",0,0,0,"No",3.8
2290,"Segment 4",4,52,"Weekly",0,0,0,"No",4.1
2291,"Segment 3",3,4,"Quarterly",0,0,0,"No",3.3
2292,"Segment 1",1,4,"Quarterly",0,0,0,"No",5
2293,"Segment 2",2,12,"Monthly",0,0,0,"No",3.8
2294,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",3.3
2295,"Segment 4",4,1,"Annually",0,0,0,"No",5
2296,"Segment 2",2,4,"Quarterly",0,0,0,"No",2.9
2297,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",2.5
2298,"Segment 4",4,4,"Quarterly",0,0,0,"No",4.7
2299,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",2.9
2300,"Segment 2",2,NA,"Every 3 Months",0,0,0,"No",3.7
2301,"Segment 1",1,12,"Monthly",0,0,0,"No",4.4
2302,"Segment 2",2,1,"Annually",0,0,0,"No",2.9
2303,"Segment 2",2,12,"Monthly",0,0,0,"No",3.6
2304,"Segment 4",4,26,"Fortnightly",0,0,0,"No",4.8
2305,"Segment 1",1,26,"Fortnightly",0,0,0,"No",4.7
2306,"Segment 2",2,52,"Weekly",0,0,0,"No",2.6
2307,"Segment 3",3,NA,"Bi-Weekly",0,0,0,"No",3.4
2308,"Segment 3",3,1,"Annually",0,0,0,"No",3.5
2309,"Segment 4",4,4,"Quarterly",0,0,0,"No",3.4
2310,"Segment 4",4,4,"Quarterly",0,0,0,"No",5
2311,"Segment 1",1,12,"Monthly",0,0,0,"No",4.6
2312,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",4.8
2313,"Segment 1",1,NA,"Every 3 Months",0,0,0,"No",3.7
2314,"Segment 2",2,26,"Fortnightly",0,0,0,"No",4.7
2315,"Segment 4",4,NA,"Every 3 Months",0,0,0,"No",4.4
2316,"Segment 4",4,4,"Quarterly",0,0,0,"No",3.5
2317,"Segment 1",1,1,"Annually",0,0,0,"No",3.8
2318,"Segment 1",1,12,"Monthly",0,0,0,"No",4.7
2319,"Segment 2",2,1,"Annually",0,0,0,"No",3.1
2320,"Segment 1",1,12,"Monthly",0,0,0,"No",5
2321,"Segment 3",3,NA,"Every 3 Months",0,0,0,"No",3.7
2322,"Segment 2",2,26,"Fortnightly",0,0,0,"No",3
2323,"Segment 4",4,26,"Fortnightly",0,0,0,"No",4.5
2324,"Segment 4",4,12,"Monthly",0,0,0,"No",4.7
2325,"Segment 2",2,1,"Annually",0,0,0,"No",3.5
2326,"Segment 1",1,52,"Weekly",0,0,0,"No",4.4
